method,size,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08,0.09,0.10,
k2_0002,246139,3.894330,7.817226,11.207349,14.824489,18.071345,22.219472,26.088427,28.958028,32.353746,35.347020,
ofb,2880040,0.173206,0.326979,0.456274,0.594771,0.719014,0.873174,1.017681,1.124723,1.262310,1.364094,
qsi_0032,172696,0.395819,0.610166,0.784916,0.946260,1.094598,1.242675,1.411663,1.528281,1.650661,1.783054,
qsi_0064,157688,0.550197,0.821052,1.043946,1.240483,1.409316,1.597116,1.805196,1.936277,2.083384,2.248328,
qsi_0128,150184,0.848330,1.237089,1.552956,1.844639,2.045917,2.290910,2.559441,2.754492,2.931948,3.155326,
qsi_0256,146440,1.469895,2.066251,2.547233,3.000078,3.327980,3.710458,4.121164,4.395604,4.661060,4.992782,
qsi_0512,144568,2.609956,3.692207,4.505426,5.209526,5.763842,6.374976,7.073792,7.518320,7.850763,8.460077,
qsi_1024,143624,4.914136,6.809395,8.338341,9.522021,10.493743,11.496100,12.743393,13.462801,14.055071,15.174981,
qsi_1280,143432,6.250449,9.148629,10.706573,12.282096,13.501179,14.820713,16.333800,17.432011,18.271657,19.659776,
qsi_1536,143320,7.103314,9.998807,12.065705,14.023376,15.253181,16.782823,18.519675,19.690801,20.556873,22.188214,
qsi_1792,143224,8.252061,11.503240,14.004533,15.909692,17.751454,19.274352,21.300141,22.684323,23.494480,25.406819,
qsi_2048,143160,9.263510,12.784044,15.675367,17.677063,19.328098,21.087114,23.421162,24.645995,25.445102,27.549950,
avx2_0032,172696,0.362400,0.557113,0.713381,0.857067,0.984524,1.122498,1.279459,1.377312,1.488054,1.603862,
avx2_0064,157688,0.512533,0.760738,0.966515,1.144631,1.299308,1.485307,1.650473,1.775889,1.909119,2.056656,
avx2_0128,150184,0.805825,1.169481,1.470408,1.708939,1.920940,2.147730,2.397987,2.570089,2.736996,2.946344,
avx2_0256,146440,1.407434,1.978982,2.437071,2.848378,3.175521,3.510736,3.925110,4.183447,4.415826,4.744385,
avx2_0512,144568,2.527855,3.548113,4.362377,5.022701,5.565710,6.138796,6.816601,7.241525,7.557808,8.135825,
avx2_1024,143624,4.792212,6.626787,8.121751,9.231350,10.212359,11.175372,12.378264,13.064063,13.653348,14.718975,
avx2_1280,143432,6.098034,8.532148,10.436776,11.954085,13.136730,14.431840,15.886290,16.969501,17.711107,19.435830,
avx2_1536,143320,6.937964,10.187418,11.793047,13.751186,14.876049,16.448199,18.052657,19.190018,20.006514,21.605244,
avx2_1792,143224,8.073584,11.238552,13.691912,15.526512,17.172684,18.812431,20.775108,22.139818,22.904118,24.755468,
avx2_2048,143160,9.108550,12.580584,15.328226,17.288023,18.890033,20.601616,22.874698,24.077034,25.234958,26.928077,
k2_0003,327843,4.313718,8.669556,12.454335,16.478430,20.087553,24.710877,29.006749,32.223939,35.972666,39.293929,
k2_0004,439739,5.255199,10.599550,15.156422,20.066048,24.468986,30.072162,35.285451,39.209714,43.804541,47.856911,
