,size,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08,0.09,0.10,
k2_0002,15683,0.265498,0.506934,0.751921,0.984018,1.220637,1.464141,1.655879,1.889463,2.141452,2.355795,
ofb,240040,0.022518,0.037302,0.051236,0.064681,0.077017,0.089854,0.100050,0.111936,0.125202,0.135738,
qsi_0032,12696,0.089058,0.128581,0.162282,0.186375,0.206171,0.227983,0.247043,0.268056,0.288510,0.303770,
qsi_0064,11448,0.129226,0.180989,0.230766,0.263230,0.299308,0.321030,0.350328,0.378216,0.403411,0.423792,
qsi_0128,10824,0.209808,0.292946,0.369746,0.421011,0.470385,0.510119,0.553243,0.600272,0.632049,0.664123,
qsi_0256,10504,0.384654,0.543497,0.666875,0.744872,0.819244,0.883578,0.958953,1.030484,1.096804,1.151744,
qsi_0512,10344,0.771092,1.066985,1.323931,1.479783,1.649551,1.757860,1.921588,2.059996,2.197443,2.276695,
qsi_1024,10264,1.844167,2.518703,3.125320,3.417863,3.850236,4.114528,4.475972,4.860239,5.180846,5.361340,
qsi_1280,10248,2.348140,3.140763,3.949221,4.295234,4.796720,5.127129,5.400289,5.847888,6.227985,6.365734,
qsi_1536,10248,2.266404,3.157029,4.009714,4.475291,4.931210,5.363618,5.746375,6.170691,6.629140,6.789832,
qsi_1792,10232,3.293321,4.459528,5.575193,6.093329,6.705716,7.161260,7.709232,8.313782,8.934619,9.230594,
qsi_2048,10232,3.192812,4.311860,5.402281,5.850263,6.526316,7.009126,7.594548,8.235038,8.840997,9.157121,
avx2_0032,12696,0.083182,0.117227,0.150218,0.172353,0.191379,0.210584,0.233901,0.246941,0.264653,0.280416,
avx2_0064,11448,0.122627,0.176966,0.217597,0.250332,0.277210,0.302435,0.333198,0.353845,0.377116,0.396266,
avx2_0128,10824,0.201737,0.281038,0.354199,0.403567,0.447303,0.485452,0.528599,0.569644,0.603467,0.634592,
avx2_0256,10504,0.372596,0.511272,0.642265,0.721682,0.792754,0.854883,0.929769,0.998871,1.051163,1.106901,
avx2_0512,10344,0.752324,1.036224,1.289920,1.439975,1.623400,1.709665,1.866099,2.020904,2.131385,2.209871,
avx2_1024,10264,1.801166,2.457545,3.050065,3.339866,3.757235,4.018830,4.367189,4.748500,5.054557,5.240823,
avx2_1280,10248,2.386136,3.088145,3.846648,4.243266,4.654286,5.009999,5.326704,5.720822,6.133874,6.225190,
avx2_1536,10248,2.219358,3.084652,3.918245,4.374274,4.819022,5.222773,5.573198,6.038307,6.483853,6.641384,
avx2_1792,10232,3.228498,4.428418,5.430461,5.952029,6.574343,7.019460,7.551132,8.145818,8.754664,9.037882,
avx2_2048,10232,3.148506,4.246850,5.253070,5.739613,6.402440,6.867285,7.442508,8.058712,8.644196,8.973412,
k2_0003,20467,0.288451,0.552926,0.820844,1.076707,1.336664,1.606184,1.822095,2.071840,2.348580,2.584751,
k2_0004,27003,0.343937,0.663561,0.986765,1.296144,1.614697,1.932339,2.185548,2.499353,2.837910,3.116958,
