method,size,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08,0.09,0.10,
k2_0002,201243,3.166348,6.142902,9.004771,12.257211,15.614128,17.979601,20.777358,23.740614,27.184200,29.383338,
ofb,2400040,0.145540,0.266212,0.377603,0.506542,0.634853,0.725129,0.829917,0.944086,1.075418,1.157380,
qsi_0032,143936,0.354357,0.537432,0.686614,0.832978,0.976596,1.084169,1.221527,1.347247,1.481870,1.570690,
qsi_0064,131440,0.501511,0.742277,0.926316,1.135896,1.291625,1.430768,1.596474,1.756264,1.915550,2.007756,
qsi_0128,125184,0.746853,1.098873,1.347424,1.621676,1.839570,2.008190,2.235834,2.436475,2.637635,2.770029,
qsi_0256,122064,1.306857,1.931822,2.335238,2.754624,3.095428,3.334734,3.696704,3.985012,4.268447,4.424656,
qsi_0512,120496,2.300658,3.294387,3.993400,4.644444,5.226536,5.594164,6.182455,6.616967,7.058430,7.350851,
qsi_1024,119712,4.819006,6.704295,8.102713,9.347320,10.341587,11.163751,12.334317,13.014075,13.987054,14.365625,
qsi_1280,119568,5.330724,7.615637,9.143520,10.769842,12.064539,12.851148,14.202998,15.196040,16.034411,16.767559,
qsi_1536,119456,7.550269,10.433578,12.577195,14.462402,15.931894,16.920072,18.737104,19.776546,20.926277,21.565569,
qsi_1792,119376,8.652820,12.072668,14.444604,16.501780,18.087588,19.365642,21.649133,22.400318,23.947857,24.749474,
qsi_2048,119328,9.226821,13.020955,15.628794,17.990622,19.860075,21.424122,23.600318,24.662896,26.276666,27.095479,
avx2_0032,143936,0.324982,0.491272,0.628807,0.756324,0.883845,0.984966,1.100971,1.215382,1.336548,1.413965,
avx2_0064,131440,0.463815,0.689741,0.858321,1.032307,1.190406,1.329164,1.468773,1.611756,1.756615,1.839815,
avx2_0128,125184,0.709277,1.039012,1.271433,1.514248,1.730384,1.885191,2.102420,2.279963,2.464798,2.590873,
avx2_0256,122064,1.253845,1.850981,2.277642,2.645138,2.954074,3.184111,3.521400,3.794084,4.048794,4.202228,
avx2_0512,120496,2.230957,3.189812,3.860220,4.485470,5.041089,5.385471,5.953351,6.378966,6.820004,7.076732,
avx2_1024,119712,4.687222,6.511367,7.871528,9.063484,10.042739,10.942000,11.952895,12.799925,13.553229,13.926381,
avx2_1280,119568,5.214868,7.355752,8.892642,10.477251,11.725521,12.495024,13.811441,14.741332,15.569439,16.279082,
avx2_1536,119456,7.324410,10.150052,12.227564,14.049468,15.461904,16.445125,18.127516,19.128755,20.321292,20.936746,
avx2_1792,119376,8.421590,12.261433,14.069106,16.057337,17.605553,18.810524,21.044602,21.800916,23.310887,24.272202,
avx2_2048,119328,8.989920,12.684964,15.208638,17.504612,19.487329,20.654545,22.974742,23.994770,25.551941,26.278210,
k2_0003,267291,3.504840,6.803917,9.977258,13.608150,17.339047,20.001666,23.047375,26.331292,30.199773,32.601399,
k2_0004,358651,4.260085,8.306961,12.149356,16.587705,21.108003,24.289450,28.070611,32.075319,36.770174,39.721779,
