,size,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08,0.09,0.10,
k2_0002,157843,2.393672,4.911191,7.370133,9.694459,12.132331,14.338794,16.179870,18.534249,20.833151,23.280763,
ofb,1920040,0.114245,0.217217,0.317314,0.410632,0.504432,0.590852,0.661776,0.753209,0.842383,0.939391,
qsi_0032,115192,0.391501,0.551054,0.656706,0.804100,0.895862,0.978717,1.082310,1.175268,1.296236,1.360596,
qsi_0064,105192,0.521870,0.734705,0.863781,1.042773,1.154609,1.259732,1.397556,1.501528,1.652564,1.727950,
qsi_0128,100184,0.756178,1.076000,1.243444,1.489062,1.648397,1.794759,1.984923,2.119103,2.352221,2.421798,
qsi_0256,97688,1.359495,1.830868,2.102895,2.507046,2.780538,2.953589,3.250170,3.503939,3.848677,3.921982,
qsi_0512,96440,2.215126,3.044350,3.537621,4.182782,4.649635,4.920391,5.450535,5.831494,6.337778,6.520959,
qsi_1024,95816,3.824296,5.320977,6.199293,7.264064,8.133385,8.667869,9.371916,10.271807,10.996822,11.384851,
qsi_1280,95688,4.823838,6.722491,7.985493,9.195341,10.189743,10.915504,11.731397,12.672076,13.697649,14.312679,
qsi_1536,95608,5.684669,8.023373,9.299625,10.763071,12.026632,12.765839,13.658231,14.712323,15.839611,16.320967,
qsi_1792,95544,6.423555,9.059996,10.511856,12.135700,13.547379,14.561407,15.500282,16.807172,18.163446,18.760090,
qsi_2048,95496,7.328385,10.192981,11.941236,14.079688,15.888632,16.939687,18.029107,19.452719,21.008242,21.728128,
avx2_0032,115192,0.362719,0.505620,0.601876,0.733909,0.812992,0.886047,0.981674,1.062151,1.171178,1.227680,
avx2_0064,105192,0.488451,0.683462,0.801020,0.965867,1.066941,1.157893,1.305707,1.380603,1.518913,1.586116,
avx2_0128,100184,0.718065,1.017580,1.174662,1.404113,1.551965,1.680952,1.846584,1.983962,2.165969,2.287690,
avx2_0256,97688,1.306401,1.755322,2.010741,2.395187,2.652781,2.815894,3.093544,3.331676,3.659127,3.768710,
avx2_0512,96440,2.140178,2.945947,3.411606,4.030073,4.536673,4.746199,5.204087,5.589647,6.102825,6.271442,
avx2_1024,95816,3.734720,5.174604,6.026028,7.061958,7.901683,8.414059,9.112868,9.887936,10.664583,11.080612,
avx2_1280,95688,4.701991,6.562512,7.749164,8.946858,10.334146,10.616711,11.409928,12.314544,13.298367,13.777709,
avx2_1536,95608,5.572584,7.800298,9.058304,10.483732,11.703112,12.418415,13.302033,14.308829,15.424547,15.874051,
avx2_1792,95544,6.269439,8.839581,10.260490,11.844766,13.212611,14.274165,15.253472,16.401105,17.566566,18.287601,
avx2_2048,95496,7.252022,9.955148,11.665736,13.774475,15.485498,16.292285,17.608628,18.988731,20.474833,21.172868,
k2_0003,209299,2.644004,5.434472,8.155462,10.738424,13.476254,15.867692,17.987720,20.602721,23.146441,25.810486,
k2_0004,280523,3.215798,6.613307,9.921896,13.064130,16.350063,19.368841,21.809994,25.024046,28.113171,31.440593,
