method,size,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08,0.09,0.10,
k2_0002,15795,0.273516,0.523254,0.759483,0.996706,1.280325,1.457326,1.709243,1.912918,2.139877,2.344851,
ofb,240040,0.024368,0.039600,0.054404,0.067409,0.081974,0.091368,0.105974,0.115727,0.128101,0.139085,
qsi_0032,12696,0.095726,0.134327,0.162132,0.186547,0.214017,0.231003,0.255709,0.276397,0.292940,0.304476,
qsi_0064,11448,0.138872,0.191941,0.231282,0.270310,0.305097,0.324583,0.356258,0.386336,0.407653,0.422422,
qsi_0128,10824,0.226133,0.312051,0.375291,0.432048,0.492862,0.523609,0.571528,0.619453,0.652399,0.674148,
qsi_0256,10504,0.406799,0.557665,0.664048,0.755209,0.867250,0.904545,0.983529,1.065719,1.112873,1.152957,
qsi_0512,10344,0.818768,1.116088,1.338856,1.514963,1.696602,1.814107,1.953634,2.133626,2.241274,2.273322,
qsi_1024,10264,2.001730,2.655152,3.133985,3.548318,3.957807,4.288112,4.628912,5.096858,5.335934,5.425059,
qsi_1280,10248,2.533407,3.355148,3.885999,4.342612,4.912642,5.164829,5.530254,6.079717,6.241920,6.308937,
qsi_1536,10248,2.472596,3.345944,3.918118,4.524312,5.122385,5.438331,5.882263,6.426502,6.714630,6.898218,
qsi_1792,10232,3.598550,4.757032,5.415839,6.128612,6.929055,7.393712,7.956708,8.689998,9.042312,9.139885,
qsi_2048,10232,3.472027,4.624129,5.297383,6.026919,6.780499,7.207327,7.919176,8.542275,9.044990,9.119542,
avx2_0032,12696,0.089551,0.124914,0.151979,0.173048,0.198326,0.213535,0.235544,0.255965,0.269579,0.280407,
avx2_0064,11448,0.131198,0.183880,0.218451,0.250464,0.285948,0.314551,0.335640,0.365860,0.382433,0.395819,
avx2_0128,10824,0.215270,0.299856,0.360963,0.413372,0.470849,0.506976,0.547813,0.592007,0.622389,0.643126,
avx2_0256,10504,0.393892,0.541891,0.644359,0.731956,0.835903,0.873328,0.951070,1.035148,1.077083,1.126288,
avx2_0512,10344,0.797516,1.086115,1.294252,1.477493,1.653636,1.768513,1.903325,2.077542,2.178245,2.218395,
avx2_1024,10264,1.954507,2.592541,3.065175,3.466647,3.868228,4.179040,4.596382,4.977631,5.217039,5.268700,
avx2_1280,10248,2.479914,3.287018,3.799457,4.252707,5.025585,5.051578,5.428502,5.945903,6.105161,6.177428,
avx2_1536,10248,2.418983,3.272471,3.833830,4.432185,5.016168,5.325779,5.757760,6.292462,6.574780,6.677925,
avx2_1792,10232,3.523633,4.661269,5.317840,6.005326,6.789466,7.239075,7.812972,8.529991,8.930426,9.018440,
avx2_2048,10232,3.411807,4.532079,5.204550,5.897862,6.690362,7.069250,7.725524,8.362169,8.791371,8.939868,
k2_0003,20555,0.295751,0.569609,0.829307,1.089381,1.400069,1.595826,1.873727,2.091438,2.346631,2.574020,
k2_0004,27211,0.353683,0.683093,0.997198,1.311882,1.687216,1.921565,2.256437,2.520163,2.832502,3.106952,
