,size,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08,0.09,0.10,
k2_0002,157659,2.424690,5.111318,7.354376,9.732836,11.999800,14.416066,16.356257,18.273591,20.835570,23.085300,
ofb,1920040,0.119936,0.232312,0.323841,0.418880,0.509507,0.606266,0.681403,0.755392,0.854627,0.941251,
qsi_0032,115192,0.344050,0.517799,0.637681,0.743944,0.862522,0.958037,1.034264,1.131324,1.221217,1.315572,
qsi_0064,105192,0.515313,0.725698,0.871880,0.993745,1.155025,1.274829,1.371914,1.519789,1.615909,1.731412,
qsi_0128,100184,0.768420,1.094732,1.293644,1.467258,1.684957,1.839530,1.979701,2.157626,2.308906,2.474380,
qsi_0256,97688,1.426633,1.896700,2.245226,2.499031,2.902747,3.111364,3.294688,3.622518,3.793201,4.107386,
qsi_0512,96440,2.207291,3.005122,3.572053,4.023232,4.633784,4.995012,5.276052,5.782840,6.055789,6.510614,
qsi_1024,95816,3.862020,5.290314,6.392253,7.250256,8.159612,8.849786,9.317772,10.174091,10.652822,11.420074,
qsi_1280,95688,4.936321,6.756612,7.951701,8.919772,10.191057,10.934573,11.604549,12.536978,13.186381,13.971574,
qsi_1536,95608,5.762422,7.920427,9.369303,10.561541,11.801746,12.874223,13.406144,14.465997,15.197273,16.205939,
qsi_1792,95544,7.072982,9.691571,11.459801,12.952815,14.439868,15.867420,16.646319,18.075303,18.982615,20.371790,
qsi_2048,95496,7.402887,10.093489,12.036602,13.692268,15.470112,16.603901,17.658444,19.083316,19.967283,21.148747,
avx2_0032,115192,0.318005,0.475560,0.581237,0.690136,0.781952,0.867409,0.935046,1.023746,1.100816,1.187063,
avx2_0064,105192,0.484690,0.675753,0.808187,0.919386,1.068363,1.170654,1.262178,1.376070,1.471777,1.586045,
avx2_0128,100184,0.730150,1.034544,1.220017,1.373511,1.583251,1.724216,1.866244,2.023230,2.159491,2.314709,
avx2_0256,97688,1.364974,1.812424,2.141807,2.424796,2.786748,2.963373,3.140883,3.443120,3.655446,3.901846,
avx2_0512,96440,2.137598,2.907189,3.446084,3.888187,4.471186,4.825104,5.085536,5.555193,5.823080,6.260447,
avx2_1024,95816,3.757010,5.148727,6.171013,6.991813,7.934299,8.577587,9.055500,9.887561,10.348991,11.092382,
avx2_1280,95688,4.792202,6.516960,7.735448,8.672046,9.918033,10.641778,11.265376,12.201693,12.957092,13.592783,
avx2_1536,95608,5.598237,7.677731,9.133887,10.259049,11.508805,12.542389,13.035143,14.087143,14.780586,16.072392,
avx2_1792,95544,6.875324,9.357468,11.268141,12.616654,14.059417,15.444700,16.280908,17.571684,18.484303,19.813905,
avx2_2048,95496,7.236739,9.869498,11.926047,13.301321,15.117486,16.210253,17.249348,18.638024,19.451970,20.631462,
k2_0003,208955,2.681921,5.645888,8.137228,10.769873,13.293954,15.971037,18.111420,20.254201,23.093047,25.584308,
k2_0004,280275,3.259812,6.880074,9.920826,13.162301,16.203728,19.449962,22.069597,24.626914,28.096645,31.139956,
