,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08,0.09,0.10,
k2_0002,3.137786,6.355244,9.412619,12.397547,15.412233,17.988551,21.916964,23.596908,27.158303,29.179131,
ofb,0.144519,0.274614,0.393469,0.508454,0.624862,0.721273,0.845466,0.939405,1.072136,1.152212,
qsi_0032,0.353270,0.538862,0.684273,0.825335,0.970132,1.127457,1.207344,1.332323,1.458639,1.554783,
qsi_0064,0.496607,0.740089,0.924943,1.106104,1.294105,1.456940,1.590424,1.752816,1.891709,1.999351,
qsi_0128,0.800104,1.152483,1.425244,1.680654,1.952145,2.206618,2.477051,2.572085,2.731494,2.878525,
qsi_0256,1.373160,1.931802,2.373066,2.784915,3.169448,3.496489,3.848747,4.069520,4.400940,4.547805,
qsi_0512,2.392844,3.309545,4.046238,4.733288,5.551316,5.951712,6.276998,6.789260,7.195939,7.610225,
qsi_1024,4.898229,6.575314,7.843919,9.160568,10.542614,11.396273,12.009614,13.016497,13.798179,14.574597,
qsi_1280,5.546868,7.655553,9.162778,10.673951,12.094118,13.311323,14.141808,15.354837,16.208353,17.054153,
qsi_1536,7.720448,10.497592,12.345619,14.274649,16.189431,17.611879,18.462534,19.890558,21.154647,22.178136,
qsi_1792,9.056633,12.033906,14.337609,16.729073,18.863112,20.418182,21.313257,22.928966,24.337437,25.503737,
qsi_2048,9.578236,12.865556,15.325017,17.798168,19.987564,22.124071,23.119577,24.918949,26.289272,27.774084,
avx2_0032,0.324473,0.491035,0.622596,0.751773,0.877296,0.985175,1.090877,1.197630,1.312783,1.411549,
avx2_0064,0.464134,0.686972,0.856207,1.018686,1.194036,1.331910,1.459697,1.603234,1.732341,1.831411,
avx2_0128,0.757105,1.089606,1.344339,1.580874,1.832252,2.039239,2.198987,2.410518,2.555132,2.689978,
avx2_0256,1.318627,1.849337,2.266648,2.660175,3.027358,3.341641,3.562064,3.863809,4.105447,4.327566,
avx2_0512,2.318705,3.207513,3.903859,4.614580,5.168998,5.671550,6.079580,6.547250,6.927910,7.293054,
avx2_1024,4.760882,6.394099,7.664249,8.881825,10.036280,11.046738,11.644410,12.669782,13.376879,14.111782,
avx2_1280,5.394656,7.461769,8.918217,10.392193,11.747431,12.892812,13.752683,14.903377,15.726435,16.578469,
avx2_1536,7.507972,10.105155,11.988127,13.858464,15.716160,17.100386,17.922619,19.320699,20.545163,21.493993,
avx2_1792,8.818409,11.705185,13.922330,16.242976,18.160409,19.852733,20.722585,22.277182,23.674852,24.778325,
avx2_2048,9.332247,12.552422,14.799192,17.322582,19.452491,21.542072,22.494185,24.237041,25.603331,27.004074,
k2_0003,3.471765,7.030893,10.439170,13.775868,17.117539,19.976770,23.519159,26.204206,30.147387,32.418196,
k2_0004,4.221737,8.556414,12.708740,16.745734,20.864030,24.306008,28.658294,31.973899,36.725358,39.618268,
