,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08,0.09,0.10,
k2_0002,3.803057,7.546427,11.288357,15.110812,18.613818,21.736926,26.074675,29.219044,32.390975,35.934812,
ofb,0.179432,0.329953,0.476780,0.626083,0.760499,0.880028,1.048164,1.167237,1.285238,1.420141,
qsi_0032,0.384427,0.604646,0.779240,0.938848,1.092150,1.229225,1.390568,1.532788,1.645512,1.777787,
qsi_0064,0.540392,0.833785,1.052785,1.246900,1.441923,1.614503,1.810190,1.973339,2.119483,2.314515,
qsi_0128,0.844616,1.260261,1.559844,1.826965,2.083633,2.338146,2.588474,2.784780,2.984383,3.189489,
qsi_0256,1.453889,2.107567,2.571301,2.953276,3.362665,3.723578,4.112256,4.427469,4.694452,5.000100,
qsi_0512,2.566883,3.665738,4.481443,5.105741,5.776443,6.371028,6.994233,7.484775,7.875590,8.358208,
qsi_1024,4.913714,6.851478,8.345832,9.479187,10.641244,11.626409,12.677874,13.443561,14.290585,15.005338,
qsi_1280,6.213414,8.673642,10.593117,12.096611,13.453171,14.742730,16.267831,17.263561,18.156652,19.222162,
qsi_1536,7.172135,9.995983,12.189660,13.818989,15.493856,16.854352,18.561552,19.694641,20.898235,22.014370,
qsi_1792,8.226594,11.580384,14.069302,15.866842,17.852031,19.703673,21.227109,22.599301,23.957235,25.073606,
qsi_2048,9.203889,12.993549,15.685277,17.663369,19.697265,21.374236,23.238922,24.371242,25.984066,27.354315,
avx2_0032,0.364255,0.559299,0.708885,0.850288,0.987811,1.111140,1.253479,1.372328,1.480604,1.602125,
avx2_0064,0.504354,0.775997,0.985745,1.161347,1.328746,1.486270,1.663742,1.817098,1.941830,2.091502,
avx2_0128,0.801589,1.192923,1.477356,1.710427,1.957832,2.174757,2.416781,2.605697,2.782456,2.975255,
avx2_0256,1.396488,2.008252,2.464879,2.822246,3.210772,3.551053,3.994491,4.249193,4.462387,4.742722,
avx2_0512,2.488980,3.550276,4.335323,4.933007,5.573972,6.148157,6.738547,7.219603,7.583902,8.038045,
avx2_1024,4.788961,6.661633,8.129848,9.219834,10.364485,11.288450,12.312450,13.038539,13.881661,14.554535,
avx2_1280,6.065055,8.456669,10.313464,11.802859,13.163698,14.350254,15.929944,16.786475,17.639714,18.679499,
avx2_1536,7.049619,9.808655,11.896494,13.465093,15.109108,16.422449,18.084600,19.158286,20.328016,21.417132,
avx2_1792,8.044171,11.318899,13.890183,15.495912,17.414519,19.024019,20.718057,22.043927,23.365947,24.447203,
avx2_2048,9.015503,12.729195,15.333101,17.247195,19.250969,21.187303,22.695576,23.782280,25.374516,26.457911,
k2_0003,4.218120,8.376584,12.552300,16.770773,20.680406,24.148049,28.976203,32.467669,36.013458,40.016716,
k2_0004,5.125607,10.193597,15.264256,20.424296,25.241800,29.499217,35.294515,39.547984,43.883824,48.689344,
