,size,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08,0.09,0.10,
k2_0002,15627,0.255232,0.484986,0.729479,0.994715,1.224651,1.458558,1.652739,1.891804,2.143973,2.354408,
ofb,240040,0.020522,0.033627,0.047394,0.061500,0.076039,0.086110,0.095790,0.107970,0.121377,0.131269,
qsi_0032,12696,0.093337,0.128931,0.162165,0.188773,0.210579,0.234960,0.251725,0.275464,0.289508,0.310958,
qsi_0064,11448,0.132628,0.179783,0.229487,0.267062,0.292180,0.325930,0.344880,0.379825,0.401029,0.424413,
qsi_0128,10824,0.210473,0.287737,0.363534,0.418172,0.463641,0.515812,0.545796,0.595157,0.625246,0.662001,
qsi_0256,10504,0.379318,0.509420,0.641822,0.737293,0.809390,0.892014,0.943546,1.026626,1.074644,1.137737,
qsi_0512,10344,0.763745,1.019441,1.288805,1.464803,1.613488,1.792600,1.885823,2.066915,2.149534,2.290479,
qsi_1024,10264,1.849121,2.447120,3.053838,3.465615,3.744945,4.182722,4.446703,4.848828,5.068753,5.395210,
qsi_1280,10248,2.358546,3.069840,3.837885,4.272693,4.644125,5.104706,5.362858,5.816068,6.054222,6.358126,
qsi_1536,10248,2.257451,3.048985,3.844652,4.405226,4.860996,5.400752,5.644013,6.190307,6.432046,6.760444,
qsi_1792,10232,3.283964,4.327969,5.377038,5.995236,6.604010,7.302550,7.636768,8.391463,8.724722,9.227189,
qsi_2048,10232,3.169388,4.216793,5.182039,5.887614,6.413096,7.445037,7.498930,8.244030,8.649676,9.266718,
avx2_0032,12696,0.087318,0.121472,0.150681,0.175535,0.194884,0.217348,0.231682,0.254312,0.267132,0.286971,
avx2_0064,11448,0.124538,0.170249,0.215466,0.248717,0.275182,0.306452,0.324436,0.355980,0.372912,0.398333,
avx2_0128,10824,0.202528,0.276400,0.345676,0.400864,0.443824,0.492448,0.520511,0.568397,0.596452,0.632129,
avx2_0256,10504,0.367813,0.493556,0.623698,0.712977,0.782561,0.867911,0.911194,0.990889,1.038028,1.094812,
avx2_0512,10344,0.742900,0.994212,1.255030,1.427508,1.568706,1.746607,1.832942,2.000883,2.082805,2.223805,
avx2_1024,10264,1.799732,2.389489,3.008504,3.358573,3.659868,4.080264,4.335615,4.742520,4.980018,5.276389,
avx2_1280,10248,2.293363,3.008639,3.751389,4.174229,4.544651,5.078378,5.284202,5.692014,5.900974,6.207116,
avx2_1536,10248,2.207336,2.979980,3.759051,4.318224,4.748539,5.248811,5.520717,6.077545,6.352936,6.614212,
avx2_1792,10232,3.216312,4.233184,5.267660,5.883699,6.475692,7.165337,7.489743,8.246969,8.543251,9.045364,
avx2_2048,10232,3.107749,4.126893,5.078349,5.771657,6.286585,7.000715,7.353056,8.093186,8.486158,8.971304,
k2_0003,20411,0.277316,0.528809,0.797397,1.087139,1.339253,1.595734,1.811882,2.074383,2.351221,2.581931,
k2_0004,26867,0.329991,0.632641,0.957641,1.312451,1.612553,1.922891,2.183289,2.498325,2.829012,3.111340,
