,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08,0.09,0.10,
sdsl_k2,1.054161,2.081712,3.037616,3.989265,4.993473,5.878139,6.777357,7.666555,8.528389,9.489889,
ofb,0.086538,0.149653,0.203558,0.254842,0.306757,0.353276,0.400270,0.444672,0.489863,0.537756,
qsi_0032,0.371449,0.524064,0.649369,0.759025,0.843196,0.926653,1.012235,1.094648,1.161447,1.243132,
qsi_0064,0.529718,0.746118,0.915394,1.069399,1.186812,1.295634,1.408958,1.512872,1.601633,1.706261,
qsi_0128,0.857344,1.211258,1.476415,1.712178,1.898886,2.062714,2.233924,2.397929,2.531463,2.676284,
qsi_0256,1.544028,2.148772,2.605191,2.986243,3.304733,3.585499,3.868952,4.133229,4.334447,4.584462,
qsi_0512,3.117489,4.362988,5.217300,5.997441,6.535953,7.113378,7.670053,8.235376,8.641447,9.145741,
qsi_1024,7.653307,10.468828,12.277068,13.984566,15.313780,16.709309,18.191071,19.479220,20.537679,21.768170,
qsi_1280,9.611622,13.060572,15.353441,17.233393,18.884357,20.171442,21.811022,23.185016,24.109879,25.441346,
qsi_1536,9.440593,13.161306,15.749906,18.014549,19.901521,21.544919,23.274144,24.868988,26.025006,27.410570,
qsi_1792,13.520682,18.672657,21.535778,24.541897,26.754852,28.889164,31.419615,33.351528,34.914935,37.047763,
qsi_2048,12.961238,17.806714,20.928023,23.759856,26.080731,28.294864,30.708093,32.759650,34.778276,36.694743,
