,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08,0.09,0.10,
sdsl_k2,1.058006,2.055344,3.030126,4.000369,4.951071,5.872155,6.683933,7.659056,8.496768,9.504678,
ofb,0.089660,0.149560,0.206061,0.259638,0.312911,0.360063,0.402517,0.453149,0.496522,0.549107,
qsi_0032,0.364012,0.515760,0.638302,0.741915,0.825836,0.908670,0.988495,1.070296,1.135869,1.210447,
qsi_0064,0.522633,0.739742,0.909985,1.055493,1.181891,1.287689,1.394218,1.503687,1.589172,1.687752,
qsi_0128,0.849507,1.201948,1.462736,1.707157,1.873899,2.044283,2.227330,2.382469,2.502827,2.661496,
qsi_0256,1.543291,2.159533,2.606157,2.989288,3.268435,3.553003,3.830060,4.122421,4.317694,4.571024,
qsi_0512,3.098152,4.307781,5.216973,5.984554,6.556886,7.068825,7.685151,8.193564,8.637266,9.099617,
qsi_1024,7.563014,10.359754,12.402589,13.903170,15.347290,16.547638,17.946995,19.326722,20.420379,21.610988,
qsi_1280,9.642022,13.037382,15.333324,17.352134,18.974600,20.363542,21.779264,23.246601,24.601666,25.648613,
qsi_1536,9.315670,12.945264,15.732193,18.067010,19.733036,21.316393,23.005618,24.669007,25.922709,27.317558,
qsi_1792,13.469616,18.219789,21.614674,24.737273,26.639974,28.619807,30.930758,33.187959,34.757629,36.792954,
qsi_2048,13.032909,17.659955,20.999248,23.799876,26.029036,28.046531,30.465236,32.805491,34.574163,36.667460,
